,disease_category,disease_name,intention,question
1509,응급질환,두통,증상,"두통과 고열이 있는데, 이는 어떤 질병일 수 있을까요?"
1510,응급질환,두통,증상,새집 증후군이 밤과 고열로 고생하는 이유가 무엇인가요?
1511,응급질환,두통,증상,"두통으로 인해 머리가 아플 때, 다른 증상들에 대해 자세히 알고 싶습니다."
1512,응급질환,두통,증상,머리와 목 뒤에 지속적인 통증은 단순 두통으로 간주될 수 있을까요?
1513,응급질환,두통,증상,"두통과 관련된 오른쪽 머리의 느낌이 이상한 증상이 있을 때, 어떤 검진을 받아야 할까요?"
1514,응급질환,두통,증상,두통이 있는 경우 어떤 검진을 받아야 하나요?
1515,응급질환,두통,증상,목 디스크의 증상으로 목이 뻣뻣하고 두통이 있으며 손이 저리는 것이 일반적인가요?
1516,응급질환,두통,증상,"열과 발진, 두통으로 인해 열이 오르는 것이 전형적인 증상인가요?"
1517,응급질환,두통,증상,두통과 발열 증상은 냉방병의 증상에 포함되는지 알 수 있을까요?
1518,응급질환,두통,증상,두통이란 정확히 어떤 증상을 의미하는 건가요?
1519,응급질환,두통,증상,새집 증후군의 증상 중에 밤에 고열과 두통이 나타나는 이유를 자세히 알려주세요.
1520,응급질환,두통,증상,두통과 몸의 떨림은 저혈당증의 증상 중 하나일 수 있을까요?
1521,응급질환,두통,증상,두통이 발생하면 머리가 찌릿하거나 따끔거리는 것은 정상인가요?
1522,응급질환,두통,증상,독감의 주요 증상으로 지속적인 설사와 구역감 그리고 두통이 있는 것은 어떻게 해석해야 할까요?
1523,응급질환,두통,증상,목 디스크와 관련하여 목이 뻣뻣하고 두통이 있으며 손이 저리는 증상이 나타날 수 있나요?
1524,응급질환,두통,증상,"뇌졸중의 주요 증상으로 두통과 어지러움이 나타났을 때, 뇌졸중의 조기 증상인지 어떻게 판단할 수 있을까요?"
1525,응급질환,두통,증상,두통이라는 질병의 주요한 증상 중에서 머리 통증 이외에 어떤 증상이 더 있는지 알려주세요.
1526,응급질환,두통,증상,"철결핍빈혈로 인한 어지러움, 피로, 두통, 운동 능력 저하 등의 증상이 있을 때, 다른 증상도 함께 나타날 수 있는지 궁금합니다."
1527,응급질환,두통,증상,"두통과 발한, 불안 등의 증상은 호흡성 산증의 주요 증상으로 알려져 있나요?"
1528,응급질환,두통,증상,두통으로 인한 어지러움과 어지러움은 어떤 증상으로 나타날 수 있는지 알려주세요.
1529,응급질환,두통,증상,"두통과 발열 증상으로 인해 고통 받고 있는데, 냉방병의 주요 증상인지 확인할 수 있을까요?"
1530,응급질환,두통,증상,뇌졸중의 주요 증상 중 두통과 어지러움이 있다면 뇌졸증의 조기 증상일 가능성이 있을까요?
1531,응급질환,두통,증상,"교모세포종이 의심되는 경우, 이런 증상이 나타날 수 있는지 궁금합니다."
1532,응급질환,두통,증상,"아이의 울음소리를 들을 때 두통이 심한 경우, 어떤 질병이 의심되나요?"
1533,응급질환,두통,증상,두통으로 인해 머리가 찌릿거리고 따끔거리는 증상이 나타날 수 있는지 알려주세요.
1534,응급질환,두통,증상,새집 증후군의 증상과 그로 인한 고통이 어떤 것인지 알려주세요.
1535,응급질환,두통,증상,"운동장애, 시력 장애와 두통 간의 연관성과 운동장애, 시력 장애의 연관성을 자세히 알고 싶어요."
1536,응급질환,두통,증상,"두경부암의 두통, 언어장애, 얼굴 마비와 관련하여 어떤 증상이 나타날 수 있는지 알려주세요."
1537,응급질환,두통,증상,"살찌면서 뒤통수에 당긴 느낌이 있는데, 이는 어떤 질병의 증상일 수 있을까요?"
1538,응급질환,두통,증상,무균성 수막염과 열과 두통이 서로 연관되어 있는지 알려주세요.
1539,응급질환,두통,증상,"두통, 성격변화 등을 동반한 교모세포종의 다른 증상은 무엇인가요?"
1540,응급질환,두통,증상,"컴퓨터 작업으로 인해 거북 목이 나타날 경우, 어떤 증상이 심각한 상황을 알려주는 건가요?"
1541,응급질환,두통,증상,운동장애와 두통 간의 연관성에 대해 자세히 알려주세요.
1542,응급질환,두통,증상,커피를 마시지 않으면 나타나는 아침에 발생하는 두통의 원인이 무엇일까요?
1543,응급질환,두통,증상,두통과 어지러움은 뇌졸증의 주요 증상일 수 있을까요?
1544,응급질환,두통,증상,두통을 의미하는 정의와 특징을 자세히 설명해 주세요. 두통이 발생할 때 어떤 증상이 동반될 수 있는지 알려주세요.
1545,응급질환,두통,증상,거북목 증후군의 진단과 치료에 대한 정보를 알려주세요.
1546,응급질환,두통,증상,"교모세포종이 의심될 때, 어떤 증상이 주로 나타나나요?"
1547,응급질환,두통,증상,뇌전이암이라는 질병은 시야 흐림과 감정 기복이 있는 증상과 어떤 연관이 있을까요?
1548,응급질환,두통,증상,뇌종양이 아닌 밤에 계속해서 귀에서 소리가 나고 두통이 심한 것은 질병의 증상일 가능성이 있을까요?
1549,응급질환,두통,증상,"냉방병으로 인해 지속되는 두통과 고열이 나타날 경우, 이것이 냉방병의 증상인지 알려주세요."
1550,응급질환,두통,증상,어지러움과 두통 구토 증상은 왜 발생하는 건가요? 그 원인을 자세히 설명해주세요.
1551,응급질환,두통,증상,두통이 심해지면 어떤 증상들이 나타날 수 있는지 알고 싶습니다.
1552,응급질환,두통,증상,두통 증상으로 머리가 찌릿거리는 것이 포함되는 경우가 있는지 알고 싶습니다.
1553,응급질환,두통,증상,거북목 증후군의 주요 증상이 무엇인지 알려주세요.
1554,응급질환,두통,증상,두통이 심한 경우 어떤 증상들이 나타날 수 있는지 알려주세요.
1555,응급질환,두통,증상,목 디스크에 걸릴 경우 어떤 신체적인 증상이 나타나나요?
1556,응급질환,두통,증상,"무균성 수막염과 관련된 열, 두통, 구역질, 설사와 같은 증상은 어떤 전문의를 찾아가서 진단을 받아야 할까요?"
1557,응급질환,두통,증상,"두통이 심한 경우, 운동장애, 시력 장애가 발생할 수 있는데, 운동장애, 시력 장애와 두통의 관련성을 자세하게 알려주세요."
1558,응급질환,두통,증상,"독감의 증상 중에서 지속적인 설사와 구역감 그리고 두통이 있는 경우, 이는 일반적으로 어떤 질병인가요?"
1559,응급질환,두통,증상,"어지러움과 피로감, 운동 능력 저하 등이 나타날 때, 철결핍빈혈을 의심해볼만한 증상인가요?"
1560,응급질환,두통,증상,위염의 진단을 받기 위해 어떤 의료 전문가의 도움이 필요할까요?
1561,응급질환,두통,증상,뇌전이암일 경우에도 시야가 흐려지고 감정이 변화할 수 있나요?
1562,응급질환,두통,증상,자주 나타나는 현기증과 두통은 빈혈의 증상인가요?
1563,응급질환,두통,증상,두통 증상이 완화될 때까지 어떤 종류의 검진을 받아야 할까요?
1564,응급질환,두통,증상,냉방병의 증상 중에서 두통이 나타나는 것이 일반적인가요?
1565,응급질환,두통,증상,두통이란 어떤 증상을 말하는 건가요? 머리 아픈 증상 이외에 머리가 아플 때 다른 어떤 증상이 동반될 수 있을까요?
1566,응급질환,두통,증상,뇌전이암과 시야 흐림이라는 증상은 어떤 원리로 인해 발생할 수 있는 것인가요?
1567,응급질환,두통,증상,뇌전이암과 시야가 흐려지고 감정이 변화하는 것 사이에 어떤 연관성이 있는지 알려주세요.
1568,응급질환,두통,증상,"두통과 근육 경련, 그리고 환각이 호흡성 산증의 주요 증상으로 알려져 있나요?"
1569,응급질환,두통,증상,"뇌졸증의 주요 증상으로 두통과 어지러움이 나타날 수 있는데, 이 증상이 뇌졸중과 관련이 있을까요?"
1570,응급질환,두통,증상,두통 중에서도 일정한 시간차로 통증이 느껴질 수 있는 원인이 있나요?
1571,응급질환,두통,증상,"두통으로 인한 심한 두통과 양쪽 눈으로 보기 힘들다면, 뇌졸증 가능성을 배제할 수 있는 방법은 있을까요?"
1572,응급질환,두통,증상,열 피로와 열사병이 나타났을 때 증상이 심각하다면 어떤 치료가 필요할까요?
1573,응급질환,두통,증상,냉방병과 관련된 두통과 코막힘 증상에 대해 설명해주세요.
1574,응급질환,두통,증상,"뇌졸증의 주요 증상으로 두통과 어지러움이 나타날 경우, 뇌졸중의 조기 증상인지 알 수 있는 방법이 있을까요?"
1575,응급질환,두통,증상,"카페인 금단현상은 어떤 사람에게 자주 나타나며, 그 이유는 무엇인가요?"
1576,응급질환,두통,증상,"두통으로 인해 뒷목이 아픈데, 그 외에 다른 증상이 나타날 경우 이를 설명해주세요."
1577,응급질환,두통,증상,"두통의 의미와 증상, 두통의 다양한 증상에 대해서 알고 싶어요. 두통이 머리 아픈 증상 이외에 어떻게 다른 증상들도 동반될 수 있는지 알려주세요."
1578,응급질환,두통,증상,"호흡성 산증의 주요 증상 중에 두통, 발한, 불안 등이 포함되는지 알고 싶습니다."
1579,응급질환,두통,증상,"왼쪽 머리가 아프고 발열 증상이 나타났을 때, 어떤 검사를 통해 정확한 진단을 받아야 할까요?"
1580,응급질환,두통,증상,목 디스크의 증상이 나타날 경우 어떤 의료진과 상담해야 할까요?
1581,응급질환,두통,증상,두통이 심해지면 어떤 증상이 동반될 수 있을까요?
1582,응급질환,두통,증상,목 디스크의 증상 중에 목이 뻣뻣하고 두통이 있으며 손이 저리는 것이 포함되는지 알고 싶습니다.
1583,응급질환,두통,증상,"심한 두통과 양쪽 눈으로 보기 힘들 때, 이는 뇌졸증을 의심해볼 만한 증상인가요?"
1584,응급질환,두통,증상,열과 두통이 심하면 어떤 약을 사용해서 증상을 완화할 수 있을까요?
1585,응급질환,두통,증상,"밤에 고열과 두통이 나타나는 경우, 새집 증후군의 증상인지 확인할 수 있는 방법이 있을까요?"
1586,응급질환,두통,증상,목 디스크의 주요 증상과 진단 방법에 대해 알려주세요.
1587,응급질환,두통,증상,"두통이 심할 때, 속이 울렁거리는 것은 일반적으로 어떤 상황에서 나타나는 증상인가요?"
1588,응급질환,두통,증상,"두통으로 인해 뒷목이 아픈 경우, 뒷목이 아픈 것 외에 어떤 다른 증상이 나타날 수 있을까요?"
1589,응급질환,두통,증상,두통과 발열로 고통 받는 증상은 냉방병에 해당할 수 있는 증상인가요?
1590,응급질환,두통,증상,"모기 물린 후 두통이 심해지는데, 이는 다른 질병의 증상과 연관이 있을까요?"
1591,응급질환,두통,증상,"모기에 물린 후 두통이 심한데, 이외에도 다른 증상이 있을까요?"
1592,응급질환,두통,증상,두경부암의 특징적인 증상을 자세히 알려주세요.
1593,응급질환,두통,증상,두통이 있을 때 머리가 찌릿거리는 증상이 포함되는 경우가 있을까요?
1594,응급질환,두통,증상,"어지러움과 피로감, 운동 능력 저하 등의 증상이 철결핍 빈혈에 의한 증상으로 의심될만한가요?"
1595,응급질환,두통,증상,두통과 혼란 등의 증상이 외상성 뇌 손상의 주요한 증상 중 하나인가요?
1596,응급질환,두통,증상,커피를 마시지 않으면 두통이 하루 종일 지속되는 것은 카페인 금단현상의 일부로 볼 수 있을까요?
1597,응급질환,두통,증상,두통이 있을 때 어떤 증상이 나타날 수 있나요?
1598,응급질환,두통,증상,냉방병의 주요 증상 중 두통과 발열에 대해 알려주세요.
1599,응급질환,두통,증상,"두통과 어지러움을 경험할 때, 저혈당증의 증상으로 의심해볼 수 있을까요?"
1600,응급질환,두통,증상,호흡성 산증의 특징적인 증상과 진단 방법은 무엇인가요?
1601,응급질환,두통,증상,두통으로 인해 발생할 수 있는 불편함과 위험한 증상이 무엇인가요?
1602,응급질환,두통,증상,뇌전이암의 증상 중 시야가 흐려지고 감정이 변화하는 것이 자주 나타나는지 알고 싶어요.
1603,응급질환,두통,증상,"두통과 발한, 불안 등의 증상은 호흡성 산증의 주요 증상으로 알려져 있나요?"
1604,응급질환,두통,증상,"두통과 관련하여 머리와 목 뒤에 지속적인 통증이 나타나는 경우, 단순한 증상으로 간주될 수 있을까요?"
1605,응급질환,두통,증상,두통으로 인해 뒷목이 아픈 상황에서 두통 이외에 다른 증상이 나타날 수 있는지 알려주세요.
1606,응급질환,두통,증상,독감의 증상 중에서 지속적인 설사와 구역감 그리고 두통이 나타나는 것은 일반적인 현상인가요?
1607,응급질환,두통,증상,두통 증상이 나타나는데 주변 소리나 사람들의 많은 소리가 원인이 될 수 있는 이유가 무엇인가요?
1608,응급질환,두통,증상,"두통이 있는데, 어떤 검사를 받으면 진단을 받을 수 있을까요?"
1609,응급질환,두통,증상,호흡성 산증의 진단 과정에서 흔히 사용되는 방법은 무엇인가요?
1610,응급질환,두통,증상,두통의 주요 증상 중에 두통 외에 다른 증상이 있을 수 있나요?
1611,응급질환,두통,증상,두통 증상을 유발하는 원인 중에 주변 소리나 사람들의 많은 소리가 어떤 역할을 하는지 알고 싶어요.
1612,응급질환,두통,증상,"속이 쓰리고 신물이 올라오는 증상이 있는 경우, 위염일 가능성이 있을까요?"
1613,응급질환,두통,증상,머리가 깨질 듯이 아프고 서 있을 때 더 아픈 두통의 원인은 무엇일까요?
1614,응급질환,두통,증상,"두통과 어지러움이 뇌졸증과 관련이 있다면, 뇌졸증 증상으로 판단되는데, 어떤 증상이 흔히 나타날까요?"
1615,응급질환,두통,증상,어지러움과 두통 구토 증상이 나타나는 원인에 대해 자세히 알고 싶어요.
1616,응급질환,두통,증상,"열 피로와 열사병이 동시에 발생할 경우, 어떤 증상이 나타나는지 알려주세요."
1617,응급질환,두통,증상,두통 이외에 어떤 증상들이 나타날 수 있나요?
1618,응급질환,두통,증상,두통 증상이 나타날 때 주변 소리나 사람들의 많은 소리가 어떻게 영향을 미치는지 알고 싶어요.
1619,응급질환,두통,증상,"두통으로 인한 심한 두통과 양쪽 눈으로 보기 힘들다면, 뇌졸증에 대한 진단을 받아야 할 시기일까요?"
1620,응급질환,두통,증상,무균성 수막염의 열과 두통의 증상은 어떤 특징을 가지고 있나요?
1621,응급질환,두통,증상,거북목 증후군에 대해 자세한 설명을 듣고 싶어요.
1622,응급질환,두통,증상,"두통으로 인해 뒷목이 아플 때, 어떤 증상들이 나타날 수 있는지 알고 싶어요."
1623,응급질환,두통,증상,호흡성 산증이 의심되면 어떤 증상들이 나타날 수 있는지 알려주세요.
1624,응급질환,두통,증상,"두통과 관련된 오른쪽 머리의 느낌이 이상한 증상이 나타났을 때, 어떤 진료과를 찾아가야 할까요?"
1625,응급질환,두통,증상,두통이 심해질 때 나타나는 주요한 증상들을 알고 싶어요. 두통이 심해질 때 어떤 증상들이 나타날 수 있는지 자세히 알려주세요.
1626,응급질환,두통,증상,"두경부암으로 인한 두통, 언어장애, 얼굴 마비와 관련된 증상이 나타날 경우 어떤 조치를 취해야 할까요?"
1627,응급질환,두통,증상,"두통, 성격 변화, 행동 변화 외에도 다른 증상을 경험할 수 있는지 알려주세요."
1628,응급질환,두통,증상,"어지러움과 피로감, 운동 능력 저하 등이 철결핍 빈혈과 연관이 있는지 알려주세요."
1629,응급질환,두통,증상,두통과 관련된 위험한 증상이 있을까요?
1630,응급질환,두통,증상,두통과 어지러움이 뇌졸증의 주요 증상으로 의심되는 경우에는 어떤 검사를 받아야 할까요?
1631,응급질환,두통,증상,위염의 진단을 위해 어떤 의료 기기나 기기를 사용하나요?
1632,응급질환,두통,증상,"냉방병과 관련된 두통, 코막힘 증상은 냉방병과 어떻게 연관되는지 설명해주세요."
1633,응급질환,두통,증상,"교모세포종이 의심되는데, 두통 외에 어떤 증상들이 나타날 수 있는지 알려주세요."
1634,응급질환,두통,증상,"최근에 두통과 어지러움을 느끼는 경우, 저혈당증으로 인한 증상일 가능성이 있을까요?"
1635,응급질환,두통,증상,"두통과 관련하여 머리와 목 뒤에 지속적인 통증이 나타나면, 단순한 증상으로 간주될 수 있을까요?"
1636,응급질환,두통,증상,"두통이 심한 경우에는 운동장애, 시력 장애와 같은 증상이 나타날 수 있는지 알려주세요."
1637,응급질환,두통,증상,컴퓨터 작업으로 인해 거북 목이 악화될 가능성이 있는지 알려주세요.
1638,응급질환,두통,증상,"두통과 식욕 부진, 살이 찌는 것은 어떤 원인으로 인해 연관될 수 있을까요?"
1639,응급질환,두통,증상,"감기를 앓는 중에 발생하는 증상 중에 계속되는 설사와 구역감, 두통과 같은 증상이 포함되는지요?"
1640,응급질환,두통,증상,"무균성 수막염으로 인해 열, 두통, 구역질, 설사와 같은 증상이 나타난다면 어떻게 검진을 받아야 할까요?"
1641,응급질환,두통,증상,두통이 심해질 때 어떤 증상들이 나타나면 두통이 심해졌다는 것을 확인할 수 있는지 알려주세요. 두통이 심해질 때 어떤 증상들이 나타날 수 있는지 자세히 알려주세요.
1642,응급질환,두통,증상,교모세포종의 주요 증상 이외에도 다른 증상이 나타날 수 있는지 궁금합니다.
1643,응급질환,두통,증상,"뇌졸중의 주요 증상으로 두통과 어지러움이 나타났을 때, 이 증상이 뇌졸중의 조기 증상인지 어떻게 알아낼 수 있을까요?"
1644,응급질환,두통,증상,냉방병으로 인해 추위와 두통이 나타나면 어떤 증상이 나타나는지 알고 싶어요.
1645,응급질환,두통,증상,호흡성 산증의 주요 증상과 증상 중 어떤 것들이 더 흔하게 나타나나요?
1646,응급질환,두통,증상,두통이 두통을 악화시키는 것은 어떤 경우인가요?
1647,응급질환,두통,증상,두통으로 인한 머리 통증 이외에도 어떤 다양한 증상들이 나타나는지 알고 싶습니다.
1648,응급질환,두통,증상,"어지러움과 두통, 구토와 같은 증상은 어떤 주요 원인이 있을까요?"
1649,응급질환,두통,증상,"두경부암의 두통, 언어장애, 얼굴 마비와 관련된 주요 증상에 대해 자세한 정보를 알고 싶어요."
1650,응급질환,두통,증상,"두통과 관련된 오른쪽 머리의 느낌이 이상한 증상이 나타났을 때, 어떤 검진을 받아야 할까요?"
1651,응급질환,두통,증상,"두통, 성격 변화, 행동 변화 외에도 다른 증상이 나타날 수 있나요?"
1652,응급질환,두통,증상,두통이 심하게 나타나는 경우에는 어떤 다른 증상이 동반될 수 있는지 설명해주세요.
1653,응급질환,두통,증상,두통의 증상이 심해지면 어떤 변화가 나타나나요?
1654,응급질환,두통,증상,저혈당증이라는 질병에서 두통과 몸의 떨림이 동반되는 경우가 있나요?
1655,응급질환,두통,증상,열 피로와 열사병의 정의와 관련된 특징을 알고 싶어요.
1656,응급질환,두통,증상,"두통이 심한 경우, 뇌종양의 증상일 가능성이 있을까요?"
1657,응급질환,두통,증상,"두통, 발한, 불안 등의 증상이 호흡성 산증의 주요 증상에 해당되는지요?"
1658,응급질환,두통,증상,두통의 정의와 증상에 대해 자세히 알려주세요.
1659,응급질환,두통,증상,두통의 주요 증상이 더 빨리 나타나는 이유가 무엇인가요?
1660,응급질환,두통,증상,"냉방병과 관련하여 나타나는 두통, 코막힘 증상에 대해 자세히 알려주세요."
1661,응급질환,두통,증상,"두통과 발열 증상으로 인해 고통받고 있는데, 냉방병의 주요 증상인지 알 수 있을까요?"
1662,응급질환,두통,증상,"알레르기성 비염의 주요 증상 중에 두통, 재채기, 코막힘이 포함되는지 알려주세요."
1663,응급질환,두통,증상,"빈혈과 현기증이 자주 나타날 경우, 이는 빈혈과 연관이 있을까요?"
1664,응급질환,두통,증상,"교모세포종이 의심되는데, 어떤 증상이 나타날 경우 어떻게 판단할 수 있을까요?"
1665,응급질환,두통,증상,두통과 근육통을 동반한 고열의 초기 증상을 알려주세요.
1666,응급질환,두통,증상,"두통과 관련하여 머리와 목 뒤에 지속적인 통증이 나타나면, 단순한 증상으로 간주될 수 있을까요?"
1667,응급질환,두통,증상,열과 두통이 있는 상태에서 무균성 수막염을 의심해볼 만한 증상이 있을까요?
1668,응급질환,두통,증상,"왼쪽 머리가 아프고 발열 증상이 나타났을 때, 어떤 검사를 받아야 오른쪽 머리의 증상이 확실해질까요?"
1669,응급질환,두통,증상,두통에 대해 자세한 설명을 듣고 싶어요.
1670,응급질환,두통,증상,열과 두통이 동시에 나타나는 것이 무균성 수막염의 증상인가요?
1671,응급질환,두통,증상,"두통이 지속되면서 뒷목도 통증을 느끼는데, 이는 어떤 증상과 연관이 있을까요?"
1672,응급질환,두통,증상,"두통과 코막힘이 나타나는 경우, 알레르기성 비염과 관련이 있을까요?"
1673,응급질환,두통,증상,근막동통 증후군과 관련된 두통과 목덜미 뻐근함은 어떤 요인으로 인해 발생하는 걸까요?
1674,응급질환,두통,증상,"두통과 발한, 불안 등의 증상이 호흡성 산증의 전형적인 증상인가요?"
1675,응급질환,두통,증상,"두경부암으로 인한 두통, 언어장애, 얼굴 마비가 나타나는 경우가 어떤 경우인가요?"
1676,응급질환,두통,증상,아이 울음소리를 들을 때 두통이 심해지는 이유를 자세히 알려주세요.
1677,응급질환,두통,증상,어지러움과 두통 구토 증상이 나타나는 이유는 무엇인가요?
1678,응급질환,두통,증상,자주 현기증과 자주 두통이 나타나는 빈혈의 원인은 무엇인가요?
1679,응급질환,두통,증상,냉방병에는 추위와 두통 외에 어떤 증상들이 있는지 알고 싶어요.
1680,응급질환,두통,증상,위염을 진단하기 위해 어떤 증상을 주의깊게 살펴봐야 할까요?
1681,응급질환,두통,증상,두통이라는 질병의 다양한 증상 중에서 머리가 아픈 것 외에 어떤 증상이 더 있을까요?
1682,응급질환,두통,증상,"어지러움과 두통, 구토와 같은 증상이 나타날 때, 그 원인을 알려주세요."
1683,응급질환,두통,증상,철결핍빈혈이 있는 사람들이 흔히 겪을 수 있는 증상 외에도 다른 증상이 있는지 알고 싶습니다.
1684,응급질환,두통,증상,두통 증상은 주로 어떤 상황에서 더 심해지는지 알려주세요.
1685,응급질환,두통,증상,두통과 코막힘은 알레르기성 비염과 관련이 있는 증상인가요?
1686,응급질환,두통,증상,"에어컨 사용과 관련하여 발생하는 두통, 코막힘 증상은 어떤 것들이 있는지 알려주세요."
1687,응급질환,두통,증상,"두통과 코막힘이 나타나는 경우, 알레르기성 비염과 관련이 있는지 확인해야 할까요?"
1688,응급질환,두통,증상,"두통과 양쪽 눈으로 보기 힘들다면, 이는 뇌졸증의 증상일까요?"
1689,응급질환,두통,증상,열과 두통이 동반되어 나타나면 무균성 수막염을 의심해볼만한 이유가 있을까요?
1690,응급질환,두통,증상,두통이 머리가 찌릿한 증상과 어떤 관련이 있는지 알려주세요.
1691,응급질환,두통,증상,30도를 웃도는 바깥 날씨와 냉방병의 연관성에 대해 설명해주세요.
1692,응급질환,두통,증상,"열과 발진, 두통이 있는데, 이를 두고 어떤 질병일 수 있을까요?"
1693,응급질환,두통,증상,"감기로 인해 발생하는 설사와 구역감, 두통, 그리고 두통의 증상에 대해 알려주세요."
1694,응급질환,두통,증상,두통의 특징적인 증상 중에 머리가 아프면서 뒷목도 통증을 느낄 수 있는 경우가 있는지 알고 싶어요.
1695,응급질환,두통,증상,"두통과 관련하여 머리와 목 뒤에 지속적인 통증이 나타나면, 단순한 증상으로 간주될 수 있을까요?"
1696,응급질환,두통,증상,냉방병으로 인해 발생하는 두통과 고열이 지속되면 냉방병의 증상일 수 있을까요?
1697,응급질환,두통,증상,두통과 관련하여 머리가 지끈지끈 아파지는 것은 어떤 질병의 증상일 수 있을까요?
1698,응급질환,두통,증상,"두통으로 인한 심한 두통과 양쪽 눈으로 보기 힘들다면, 뇌졸증이 있는 것인지 의심해볼 만한 증상일까요?"
1699,응급질환,두통,증상,신물이 나오고 속이 쓰리고 복통과 두통이 있는 것은 위염의 증상인가요?
1700,응급질환,두통,증상,거북목 증후군의 주요 증상은 무엇인가요?
1701,응급질환,두통,증상,두통의 정의와 두통의 다양한 증상에 대해 자세한 설명을 부탁드립니다. 두통이 발생할 때 두통 이외에도 다른 증상들이 동반될 수 있는 이유는 무엇인가요?
1702,응급질환,두통,증상,주변 소리나 사람들의 많은 소리 때문에 두통 증상이 나타나는 원리가 무엇인가요?
1703,응급질환,두통,증상,"두통이 심한 경우에는 운동장애, 시력 장애와 같은 증상이 나타날 수 있는지 알려주세요."
1704,응급질환,두통,증상,"현기증과 두통이 자주 나타날 경우, 이는 빈혈과 연관이 있을까요?"
1705,응급질환,두통,증상,근막동통 증후군의 주요 증상 중에서 특히 자주 나타나는 것은 무엇인가요?
1706,응급질환,두통,증상,뇌종양이 아닌 밤에 귀에서 계속해서 윙윙 소리가 나고 두통이 심한 것은 질병의 증상일까요?
1707,응급질환,두통,증상,새집 증후군으로 인한 밤과 고열은 어떤 증상을 동반하나요?
1708,응급질환,두통,증상,"두통과 관련하여 머리와 목 뒤에 지속적인 통증이 나타나면, 단순한 증상으로 간주될 수 있을까요?"
1709,응급질환,두통,증상,"두통과 어지러움이 있으면, 뇌졸증의 조기 증상으로 의심되는데, 뇌졸증 관련 검사가 필요한 이유가 있을까요?"
1710,응급질환,두통,증상,두통이 머리에 더 아프고 서 있을 때 증상이 더 심각하게 나타나는 것은 머리가 깨질 듯이 아프고 서 있을 때 더 아픈 것과 관련이 있을까요?
1711,응급질환,두통,증상,더위로 인해 발생하는 냉방병의 증상과 두통과 코막힘의 연관성은 어떻게 되나요?
1712,응급질환,두통,증상,"두통으로 인해 운동장애, 시력 장애가 발생할 수 있는데, 운동장애, 시력 장애와 두통 간의 관련성을 자세히 알고 싶어요."
1713,응급질환,두통,증상,두통의 주요 증상 중에 머리가 아프면서 뒷목도 통증을 느낄 수 있는 것이 포함되는지 알고 싶어요.
1714,응급질환,두통,증상,뇌종양의 증상 중에 두통과 수면장애가 포함되나요?
1715,응급질환,두통,증상,모기에 물린 후 두통이 심하게 나타나는 경우에는 어떤 다른 증상이 동반될 수 있는지 알려주세요.
1716,응급질환,두통,증상,컴퓨터 작업으로 인한 두통의 특징과 증상들에 대해 자세히 알고 싶어요.
1717,응급질환,두통,증상,냉방병으로 인한 두통과 코막힘에 대한 원인과 진단 방법을 알려주세요.
1718,응급질환,두통,증상,머리와 목 뒤의 지속적인 통증은 단순 두통으로 간주될 수 있을까요?
1719,응급질환,두통,증상,두통이 발생하는 주요한 원인은 무엇인가요?
1720,응급질환,두통,증상,두통과 관련하여 거북목 증후군의 특징적인 증상은 무엇인가요?
1721,응급질환,두통,증상,뇌전이암은 시야가 흐려지고 감정이 변화하는 것과 관련이 있는 질병인가요?
1722,응급질환,두통,증상,"두통으로 인해 뒷목이 아픈데, 두통의 다른 증상에 대해서 알려주세요."
1723,응급질환,두통,증상,"두통, 성격 변화, 행동 변화 등의 증상 외에도 다른 증상이 있을까요?"
1724,응급질환,두통,증상,거북목 증후군의 주요 증상과 대처 방법을 알려주세요.
1725,응급질환,두통,증상,저혈당증의 증상 중 두통이 포함되는지 자세히 알고 싶어요.
1726,응급질환,두통,증상,두통으로 인한 어지러움과 두통은 어떤 질병의 신호일 수 있을까요?
1727,응급질환,두통,증상,새집 증후군이란 정확히 어떤 증상을 의미하는 건가요?
1728,응급질환,두통,증상,두통과 근육통이 동반되는 것은 코로나-19의 초기 증상 중 가장 흔한 증상인가요?
1729,응급질환,두통,증상,카페인 금단현상은 어떤 질병의 증상 중 하나일까요?
1730,응급질환,두통,증상,두통으로 인해 머리가 아픈 것 외에 더 심각한 다른 증상들이 있을까요?
1731,응급질환,두통,증상,아침에 커피를 마시지 않으면 하루 종일 두통이 발생하는 것은 카페인 금단현상일 수 있을까요?
1732,응급질환,두통,증상,"빈혈 증상과 자주 현기증, 그리고 두통이 연관되어 있는지 알고 싶어요."
1733,응급질환,두통,증상,목 디스크의 대표적인 증상 중에 목이 뻣뻣하고 두통이 있으며 손이 저리는 증상이 포함되나요?
1734,응급질환,두통,증상,거북목 증후군은 어떤 증상을 동반하는 질병인가요?
1735,응급질환,두통,증상,"아이의 울음소리를 들을 때 두통이 심해진다면, 어떤 질병의 증상이 있는지 알려주세요."
1736,응급질환,두통,증상,열과 두통이 있을 때 어떤 검사를 받아야 할까요?
1737,응급질환,두통,증상,냉방병의 증상 중 추위와 두통이 포함되는 경우가 있는지 알려주세요.
1738,응급질환,두통,증상,두통의 증상이 심해질 경우 어떤 치료 방법이 효과적일까요?
1739,응급질환,두통,증상,두통이 심해질 때 주로 어떤 증상이 나타나는지 알고 싶습니다.
1740,응급질환,두통,증상,"머리가 깨질 듯이 아프고 서 있을 때, 두통이라고 진단 받을 수 있을까요?"
